filepath,filename,species,split,source_wav,ogg_quality
train/Collared Kingfisher/xc151135_9088.ogg,xc151135_9088.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc151135_9088.wav,2
train/Collared Kingfisher/xc177320_6341.ogg,xc177320_6341.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc177320_6341.wav,2
train/Collared Kingfisher/xc619809_1163.ogg,xc619809_1163.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc619809_1163.wav,2
train/Collared Kingfisher/xc192026_18421.ogg,xc192026_18421.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc192026_18421.wav,2
train/Collared Kingfisher/xc151642_27992.ogg,xc151642_27992.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc151642_27992.wav,2
train/Collared Kingfisher/xc151642_3000.ogg,xc151642_3000.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc151642_3000.wav,2
train/Collared Kingfisher/xc402013_30857.ogg,xc402013_30857.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc402013_30857.wav,2
train/Collared Kingfisher/xc1075899_3902.ogg,xc1075899_3902.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc1075899_3902.wav,2
train/Collared Kingfisher/xc782696_0.ogg,xc782696_0.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc782696_0.wav,2
train/Collared Kingfisher/xc290553_12337.ogg,xc290553_12337.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc290553_12337.wav,2
train/Collared Kingfisher/xc1075897_9000.ogg,xc1075897_9000.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc1075897_9000.wav,2
train/Collared Kingfisher/xc86947_24830.ogg,xc86947_24830.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc86947_24830.wav,2
train/Collared Kingfisher/xc977990_9781.ogg,xc977990_9781.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc977990_9781.wav,2
train/Collared Kingfisher/xc177321_4655.ogg,xc177321_4655.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc177321_4655.wav,2
train/Collared Kingfisher/xc859462_23090.ogg,xc859462_23090.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc859462_23090.wav,2
train/Collared Kingfisher/xc825797_8849.ogg,xc825797_8849.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc825797_8849.wav,2
train/Collared Kingfisher/xc804558_71754.ogg,xc804558_71754.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc804558_71754.wav,2
train/Collared Kingfisher/xc894014_10208.ogg,xc894014_10208.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc894014_10208.wav,2
train/Collared Kingfisher/xc295158_24158.ogg,xc295158_24158.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc295158_24158.wav,2
train/Collared Kingfisher/xc977990_24781.ogg,xc977990_24781.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc977990_24781.wav,2
train/Collared Kingfisher/xc186559_18728.ogg,xc186559_18728.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc186559_18728.wav,2
train/Collared Kingfisher/xc376316_3033.ogg,xc376316_3033.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc376316_3033.wav,2
train/Collared Kingfisher/xc825796_549.ogg,xc825796_549.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc825796_549.wav,2
train/Collared Kingfisher/xc79314_12186.ogg,xc79314_12186.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc79314_12186.wav,2
train/Collared Kingfisher/xc575560_596.ogg,xc575560_596.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc575560_596.wav,2
train/Collared Kingfisher/xc402013_47839.ogg,xc402013_47839.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc402013_47839.wav,2
train/Collared Kingfisher/xc186559_6573.ogg,xc186559_6573.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc186559_6573.wav,2
train/Collared Kingfisher/xc575557_6213.ogg,xc575557_6213.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc575557_6213.wav,2
train/Collared Kingfisher/xc86947_40698.ogg,xc86947_40698.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc86947_40698.wav,2
train/Collared Kingfisher/xc1005532_3062.ogg,xc1005532_3062.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc1005532_3062.wav,2
train/Collared Kingfisher/xc181242_30167.ogg,xc181242_30167.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc181242_30167.wav,2
train/Collared Kingfisher/xc896209_25925.ogg,xc896209_25925.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc896209_25925.wav,2
train/Collared Kingfisher/xc369566_685.ogg,xc369566_685.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc369566_685.wav,2
train/Collared Kingfisher/xc1003558_13188.ogg,xc1003558_13188.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc1003558_13188.wav,2
train/Collared Kingfisher/xc782696_17979.ogg,xc782696_17979.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc782696_17979.wav,2
train/Collared Kingfisher/xc164689_32610.ogg,xc164689_32610.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc164689_32610.wav,2
train/Collared Kingfisher/xc264245_7110.ogg,xc264245_7110.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc264245_7110.wav,2
train/Collared Kingfisher/xc166851_4012.ogg,xc166851_4012.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc166851_4012.wav,2
train/Collared Kingfisher/xc192023_11359.ogg,xc192023_11359.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc192023_11359.wav,2
train/Collared Kingfisher/xc164692_28926.ogg,xc164692_28926.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc164692_28926.wav,2
train/Collared Kingfisher/xc86947_14737.ogg,xc86947_14737.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc86947_14737.wav,2
train/Collared Kingfisher/xc186559_15187.ogg,xc186559_15187.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc186559_15187.wav,2
train/Collared Kingfisher/xc621232_12000.ogg,xc621232_12000.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc621232_12000.wav,2
train/Collared Kingfisher/xc369564_939.ogg,xc369564_939.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc369564_939.wav,2
train/Collared Kingfisher/xc39156_3979.ogg,xc39156_3979.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc39156_3979.wav,2
train/Collared Kingfisher/xc619809_5299.ogg,xc619809_5299.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc619809_5299.wav,2
train/Collared Kingfisher/xc722973_3164.ogg,xc722973_3164.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc722973_3164.wav,2
train/Collared Kingfisher/xc164693_41724.ogg,xc164693_41724.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc164693_41724.wav,2
train/Collared Kingfisher/xc477125_11008.ogg,xc477125_11008.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc477125_11008.wav,2
train/Collared Kingfisher/xc164689_43289.ogg,xc164689_43289.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc164689_43289.wav,2
train/Collared Kingfisher/xc369566_9708.ogg,xc369566_9708.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc369566_9708.wav,2
train/Collared Kingfisher/xc477125_15919.ogg,xc477125_15919.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc477125_15919.wav,2
train/Collared Kingfisher/xc19639_4467.ogg,xc19639_4467.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc19639_4467.wav,2
train/Collared Kingfisher/xc164692_23954.ogg,xc164692_23954.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc164692_23954.wav,2
train/Collared Kingfisher/xc764668_3836.ogg,xc764668_3836.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc764668_3836.wav,2
train/Collared Kingfisher/xc177320_11220.ogg,xc177320_11220.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc177320_11220.wav,2
train/Collared Kingfisher/xc177321_1655.ogg,xc177321_1655.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc177321_1655.wav,2
train/Collared Kingfisher/xc977990_6781.ogg,xc977990_6781.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc977990_6781.wav,2
train/Collared Kingfisher/xc724541_855.ogg,xc724541_855.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc724541_855.wav,2
train/Collared Kingfisher/xc293219_1902.ogg,xc293219_1902.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc293219_1902.wav,2
train/Collared Kingfisher/xc264245_0.ogg,xc264245_0.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc264245_0.wav,2
train/Collared Kingfisher/xc893700_1222.ogg,xc893700_1222.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc893700_1222.wav,2
train/Collared Kingfisher/xc977990_781.ogg,xc977990_781.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc977990_781.wav,2
train/Collared Kingfisher/xc290554_22387.ogg,xc290554_22387.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc290554_22387.wav,2
train/Collared Kingfisher/xc205792_4251.ogg,xc205792_4251.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc205792_4251.wav,2
train/Collared Kingfisher/xc369566_3704.ogg,xc369566_3704.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc369566_3704.wav,2
train/Collared Kingfisher/xc977991_18810.ogg,xc977991_18810.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc977991_18810.wav,2
train/Collared Kingfisher/xc859462_19987.ogg,xc859462_19987.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc859462_19987.wav,2
train/Collared Kingfisher/xc892782_446.ogg,xc892782_446.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc892782_446.wav,2
train/Collared Kingfisher/xc39156_22009.ogg,xc39156_22009.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc39156_22009.wav,2
train/Collared Kingfisher/xc477125_22543.ogg,xc477125_22543.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc477125_22543.wav,2
train/Collared Kingfisher/xc940167_32047.ogg,xc940167_32047.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc940167_32047.wav,2
train/Collared Kingfisher/xc804558_51846.ogg,xc804558_51846.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc804558_51846.wav,2
train/Collared Kingfisher/xc575559_26300.ogg,xc575559_26300.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc575559_26300.wav,2
train/Collared Kingfisher/xc290553_18894.ogg,xc290553_18894.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc290553_18894.wav,2
train/Collared Kingfisher/xc166850_3327.ogg,xc166850_3327.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc166850_3327.wav,2
train/Collared Kingfisher/xc192023_0.ogg,xc192023_0.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc192023_0.wav,2
train/Collared Kingfisher/xc121824_7778.ogg,xc121824_7778.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc121824_7778.wav,2
train/Collared Kingfisher/xc1003558_16308.ogg,xc1003558_16308.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc1003558_16308.wav,2
train/Collared Kingfisher/xc291729_3000.ogg,xc291729_3000.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc291729_3000.wav,2
train/Collared Kingfisher/xc325283_3296.ogg,xc325283_3296.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc325283_3296.wav,2
train/Collared Kingfisher/xc42618_986.ogg,xc42618_986.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc42618_986.wav,2
train/Collared Kingfisher/xc295158_17268.ogg,xc295158_17268.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc295158_17268.wav,2
train/Collared Kingfisher/xc79314_3186.ogg,xc79314_3186.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc79314_3186.wav,2
train/Collared Kingfisher/xc606859_872.ogg,xc606859_872.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc606859_872.wav,2
train/Collared Kingfisher/xc619809_26955.ogg,xc619809_26955.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc619809_26955.wav,2
train/Collared Kingfisher/xc748015_492.ogg,xc748015_492.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc748015_492.wav,2
train/Collared Kingfisher/xc290553_23280.ogg,xc290553_23280.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc290553_23280.wav,2
train/Collared Kingfisher/xc598139_387.ogg,xc598139_387.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc598139_387.wav,2
train/Collared Kingfisher/xc177320_317.ogg,xc177320_317.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc177320_317.wav,2
train/Collared Kingfisher/xc121824_28915.ogg,xc121824_28915.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc121824_28915.wav,2
train/Collared Kingfisher/xc164692_17824.ogg,xc164692_17824.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc164692_17824.wav,2
train/Collared Kingfisher/xc369563_2882.ogg,xc369563_2882.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc369563_2882.wav,2
train/Collared Kingfisher/xc1003556_0.ogg,xc1003556_0.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc1003556_0.wav,2
train/Collared Kingfisher/xc978467_3601.ogg,xc978467_3601.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc978467_3601.wav,2
train/Collared Kingfisher/xc964318_340.ogg,xc964318_340.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc964318_340.wav,2
train/Collared Kingfisher/xc575559_51139.ogg,xc575559_51139.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc575559_51139.wav,2
train/Collared Kingfisher/xc894014_7208.ogg,xc894014_7208.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc894014_7208.wav,2
train/Collared Kingfisher/xc186559_0.ogg,xc186559_0.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc186559_0.wav,2
train/Collared Kingfisher/xc896209_37380.ogg,xc896209_37380.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc896209_37380.wav,2
train/Collared Kingfisher/xc179372_6114.ogg,xc179372_6114.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc179372_6114.wav,2
train/Collared Kingfisher/xc264245_13263.ogg,xc264245_13263.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc264245_13263.wav,2
train/Collared Kingfisher/xc164693_3501.ogg,xc164693_3501.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc164693_3501.wav,2
train/Collared Kingfisher/xc295158_4252.ogg,xc295158_4252.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc295158_4252.wav,2
train/Collared Kingfisher/xc164689_39347.ogg,xc164689_39347.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc164689_39347.wav,2
train/Collared Kingfisher/xc197619_39359.ogg,xc197619_39359.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc197619_39359.wav,2
train/Collared Kingfisher/xc977991_21813.ogg,xc977991_21813.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc977991_21813.wav,2
train/Collared Kingfisher/xc1005524_521.ogg,xc1005524_521.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc1005524_521.wav,2
train/Collared Kingfisher/xc204898_1315.ogg,xc204898_1315.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc204898_1315.wav,2
train/Collared Kingfisher/xc269435_28587.ogg,xc269435_28587.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc269435_28587.wav,2
train/Collared Kingfisher/xc977991_12280.ogg,xc977991_12280.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc977991_12280.wav,2
train/Collared Kingfisher/xc402013_34211.ogg,xc402013_34211.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc402013_34211.wav,2
train/Collared Kingfisher/xc376315_3001.ogg,xc376315_3001.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc376315_3001.wav,2
train/Collared Kingfisher/xc293219_48568.ogg,xc293219_48568.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc293219_48568.wav,2
train/Collared Kingfisher/xc621232_6000.ogg,xc621232_6000.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc621232_6000.wav,2
train/Collared Kingfisher/xc79314_15186.ogg,xc79314_15186.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc79314_15186.wav,2
train/Collared Kingfisher/xc291729_8659.ogg,xc291729_8659.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc291729_8659.wav,2
train/Collared Kingfisher/xc181242_3702.ogg,xc181242_3702.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc181242_3702.wav,2
train/Collared Kingfisher/xc121824_3147.ogg,xc121824_3147.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc121824_3147.wav,2
train/Collared Kingfisher/xc177320_33690.ogg,xc177320_33690.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc177320_33690.wav,2
train/Collared Kingfisher/xc197619_28434.ogg,xc197619_28434.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc197619_28434.wav,2
train/Collared Kingfisher/xc181238_12655.ogg,xc181238_12655.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc181238_12655.wav,2
train/Collared Kingfisher/xc978467_127.ogg,xc978467_127.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc978467_127.wav,2
train/Collared Kingfisher/xc619809_17959.ogg,xc619809_17959.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc619809_17959.wav,2
train/Collared Kingfisher/xc290555_15108.ogg,xc290555_15108.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc290555_15108.wav,2
train/Collared Kingfisher/xc805862_5745.ogg,xc805862_5745.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc805862_5745.wav,2
train/Collared Kingfisher/xc295158_30838.ogg,xc295158_30838.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc295158_30838.wav,2
train/Collared Kingfisher/xc631908_3512.ogg,xc631908_3512.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc631908_3512.wav,2
train/Collared Kingfisher/xc369567_15438.ogg,xc369567_15438.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc369567_15438.wav,2
train/Collared Kingfisher/xc402013_52441.ogg,xc402013_52441.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc402013_52441.wav,2
train/Collared Kingfisher/xc86947_28545.ogg,xc86947_28545.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc86947_28545.wav,2
train/Collared Kingfisher/xc825797_38761.ogg,xc825797_38761.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc825797_38761.wav,2
train/Collared Kingfisher/xc369564_8824.ogg,xc369564_8824.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc369564_8824.wav,2
train/Collared Kingfisher/xc619809_20959.ogg,xc619809_20959.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc619809_20959.wav,2
train/Collared Kingfisher/xc164689_2994.ogg,xc164689_2994.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc164689_2994.wav,2
train/Collared Kingfisher/xc290555_12108.ogg,xc290555_12108.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc290555_12108.wav,2
train/Collared Kingfisher/xc825797_42896.ogg,xc825797_42896.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc825797_42896.wav,2
train/Collared Kingfisher/xc575560_3597.ogg,xc575560_3597.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc575560_3597.wav,2
train/Collared Kingfisher/xc293219_38445.ogg,xc293219_38445.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc293219_38445.wav,2
train/Collared Kingfisher/xc413677_984.ogg,xc413677_984.ogg,Collared Kingfisher,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Collared Kingfisher/xc413677_984.wav,2
