filename,species,split,label
xc124350_65342.wav,Common Iora,train,2
xc1030709_5570.wav,Common Tailorbird,train,3
xc902374_10745.wav,Common Iora,train,2
xc213367_14630.wav,White-throated Kingfisher,train,10
xc166134_8967.wav,Coppersmith Barbet,train,4
xc616402_8400.wav,Yellow-vented Bulbul,train,11
xc892324_8977.wav,Olive-backed Sunbird,train,6
xc799302_39750.wav,Common Iora,train,2
xc1019750_16916.wav,Spotted Dove,train,8
xc778394_4570.wav,Large-tailed Nightjar,train,5
xc24466_35511.wav,Pied Fantail,train,7
xc190962_29525.wav,Spotted Dove,train,8
xc327429_4447.wav,Pied Fantail,train,7
xc79566_18000.wav,White-throated Kingfisher,train,10
xc46585_11630.wav,Yellow-vented Bulbul,train,11
xc164345_1661.wav,Coppersmith Barbet,train,4
xc359359_10852.wav,Coppersmith Barbet,train,4
xc484953_27527.wav,Spotted Dove,train,8
xc786033_1491.wav,Asian Koel,train,0
xc353099_12805.wav,Large-tailed Nightjar,train,5
xc978467_58560.wav,Collared Kingfisher,train,1
xc194196_25316.wav,Asian Koel,train,0
xc461633_42447.wav,Large-tailed Nightjar,train,5
xc161258_11654.wav,Spotted Dove,train,8
xc956379_101.wav,White-breasted Waterhen,train,9
xc150431_8938.wav,Common Iora,train,2
xc879491_3384.wav,Spotted Dove,train,8
xc962853_18398.wav,Coppersmith Barbet,train,4
xc859462_326.wav,Collared Kingfisher,train,1
xc723871_28973.wav,Spotted Dove,train,8
xc825797_8849.wav,Collared Kingfisher,train,1
xc835386_44578.wav,Olive-backed Sunbird,train,6
xc216930_12886.wav,Pied Fantail,train,7
xc343310_31705.wav,Pied Fantail,train,7
xc359639_26457.wav,Olive-backed Sunbird,train,6
xc684609_168.wav,Collared Kingfisher,train,1
xc161477_4777.wav,Common Iora,train,2
xc286053_15877.wav,White-breasted Waterhen,train,9
xc190966_21419.wav,Common Iora,train,2
xc197605_34713.wav,White-throated Kingfisher,train,10
xc844113_101864.wav,White-breasted Waterhen,train,9
xc78435_31457.wav,Asian Koel,train,0
xc537914_32280.wav,Pied Fantail,train,7
xc290678_11985.wav,Common Iora,train,2
xc24591_9301.wav,Asian Koel,train,0
xc785098_13108.wav,Pied Fantail,train,7
xc402013_20088.wav,Collared Kingfisher,train,1
xc917586_8491.wav,Asian Koel,train,0
xc124434_15223.wav,White-breasted Waterhen,train,9
xc783854_43.wav,White-breasted Waterhen,train,9
xc478316_14272.wav,Pied Fantail,train,7
xc778394_13912.wav,Large-tailed Nightjar,train,5
xc164811_12265.wav,Coppersmith Barbet,train,4
xc942405_6128.wav,Pied Fantail,train,7
xc921512_610.wav,White-throated Kingfisher,train,10
xc721346_30047.wav,Common Tailorbird,train,3
xc192031_16919.wav,Common Iora,train,2
xc809713_603.wav,Spotted Dove,train,8
xc727577_5149.wav,Spotted Dove,train,8
xc1027177_18054.wav,White-breasted Waterhen,train,9
xc264244_14639.wav,Pied Fantail,train,7
xc484451_30282.wav,Common Tailorbird,train,3
xc628835_9326.wav,Common Iora,train,2
xc436748_3317.wav,White-throated Kingfisher,train,10
xc472857_5158.wav,Common Tailorbird,train,3
xc956356_33729.wav,White-breasted Waterhen,train,9
xc290931_22318.wav,Olive-backed Sunbird,train,6
xc73022_12983.wav,Asian Koel,train,0
xc754354_24510.wav,Common Iora,train,2
xc155937_11667.wav,Large-tailed Nightjar,train,5
xc185772_31620.wav,Yellow-vented Bulbul,train,11
xc513453_40471.wav,White-throated Kingfisher,train,10
xc216876_20715.wav,Common Iora,train,2
xc787963_566.wav,Asian Koel,train,0
xc498807_40646.wav,White-throated Kingfisher,train,10
xc862446_18000.wav,Olive-backed Sunbird,train,6
xc164666_9129.wav,Common Iora,train,2
xc963858_63976.wav,Asian Koel,train,0
xc956409_6930.wav,White-breasted Waterhen,train,9
xc730877_14058.wav,Pied Fantail,train,7
xc756511_60024.wav,Yellow-vented Bulbul,train,11
xc717548_19102.wav,Asian Koel,train,0
xc269423_0.wav,Collared Kingfisher,train,1
xc757224_719.wav,Spotted Dove,train,8
xc20267_7058.wav,Asian Koel,train,0
xc639792_19297.wav,Large-tailed Nightjar,train,5
xc607345_6310.wav,Olive-backed Sunbird,train,6
xc461513_32791.wav,Large-tailed Nightjar,train,5
xc311359_42096.wav,Coppersmith Barbet,train,4
xc401214_0.wav,Coppersmith Barbet,train,4
xc803973_597.wav,Common Iora,train,2
xc401924_0.wav,Pied Fantail,train,7
xc167085_9251.wav,Yellow-vented Bulbul,train,11
xc196584_55519.wav,Asian Koel,train,0
xc963967_3464.wav,Large-tailed Nightjar,train,5
xc166850_6327.wav,Collared Kingfisher,train,1
xc956409_78038.wav,White-breasted Waterhen,train,9
xc1050124_6618.wav,Coppersmith Barbet,train,4
xc810642_8183.wav,Large-tailed Nightjar,train,5
xc951556_9379.wav,White-breasted Waterhen,train,9
xc547540_16133.wav,White-throated Kingfisher,train,10
xc113335_37805.wav,Asian Koel,train,0
xc890188_23771.wav,Pied Fantail,train,7
xc19938_17041.wav,Common Tailorbird,train,3
xc956413_108405.wav,White-breasted Waterhen,train,9
xc149307_11809.wav,Common Tailorbird,train,3
xc581704_10643.wav,Yellow-vented Bulbul,train,11
xc835194_2364.wav,Common Tailorbird,train,3
xc962818_3243.wav,Coppersmith Barbet,train,4
xc822911_72343.wav,Coppersmith Barbet,train,4
xc325283_6481.wav,Collared Kingfisher,train,1
xc754354_15581.wav,Common Iora,train,2
xc941325_9711.wav,Common Tailorbird,train,3
xc164666_3000.wav,Common Iora,train,2
xc880658_8211.wav,Spotted Dove,train,8
xc461515_6745.wav,Coppersmith Barbet,train,4
xc1016073_8001.wav,Coppersmith Barbet,train,4
xc124434_432.wav,White-breasted Waterhen,train,9
xc787963_21972.wav,Asian Koel,train,0
xc710640_54775.wav,Spotted Dove,train,8
xc574612_3897.wav,White-throated Kingfisher,train,10
xc756569_16239.wav,Spotted Dove,train,8
xc35653_9062.wav,Common Iora,train,2
xc362047_5034.wav,Large-tailed Nightjar,train,5
xc835177_10966.wav,Common Tailorbird,train,3
xc507756_60055.wav,White-throated Kingfisher,train,10
xc356241_15363.wav,Collared Kingfisher,train,1
xc161194_5138.wav,Asian Koel,train,0
xc943196_8010.wav,Coppersmith Barbet,train,4
xc151136_7121.wav,Collared Kingfisher,train,1
xc940167_24842.wav,Collared Kingfisher,train,1
xc909605_3561.wav,Olive-backed Sunbird,train,6
xc627998_14212.wav,Pied Fantail,train,7
xc1029034_49966.wav,Asian Koel,train,0
xc620131_36418.wav,Coppersmith Barbet,train,4
xc671743_12759.wav,Coppersmith Barbet,train,4
xc161259_3461.wav,Common Tailorbird,train,3
xc537773_282.wav,White-throated Kingfisher,train,10
xc290554_13955.wav,Collared Kingfisher,train,1
xc208677_7786.wav,Spotted Dove,train,8
xc606859_3739.wav,Collared Kingfisher,train,1
xc239282_19.wav,Large-tailed Nightjar,train,5
xc954929_3100.wav,Common Tailorbird,train,3
xc785098_16108.wav,Pied Fantail,train,7
xc742601_41260.wav,Spotted Dove,train,8
xc1034181_13291.wav,Pied Fantail,train,7
xc290529_826.wav,Large-tailed Nightjar,train,5
xc314179_18243.wav,Yellow-vented Bulbul,train,11
xc754359_2202.wav,Common Iora,train,2
xc804558_71754.wav,Collared Kingfisher,train,1
xc46585_4647.wav,Yellow-vented Bulbul,train,11
xc1071873_12704.wav,Pied Fantail,train,7
xc804558_5126.wav,Collared Kingfisher,train,1
xc150003_18071.wav,Yellow-vented Bulbul,train,11
xc198426_92.wav,Common Iora,train,2
xc498802_4089.wav,White-throated Kingfisher,train,10
xc580882_46.wav,Yellow-vented Bulbul,train,11
xc984006_12626.wav,White-breasted Waterhen,train,9
xc39156_37022.wav,Collared Kingfisher,train,1
xc1029676_33395.wav,Common Iora,train,2
xc710635_18938.wav,Spotted Dove,train,8
xc190308_33279.wav,Asian Koel,train,0
xc498025_3349.wav,Large-tailed Nightjar,train,5
xc809896_128289.wav,Large-tailed Nightjar,train,5
xc809702_12465.wav,White-throated Kingfisher,train,10
xc291729_3000.wav,Collared Kingfisher,train,1
xc956211_50796.wav,Asian Koel,train,0
xc672602_232.wav,Asian Koel,train,0
xc956404_74095.wav,White-breasted Waterhen,train,9
xc191211_80774.wav,Common Tailorbird,train,3
xc531534_21000.wav,Coppersmith Barbet,train,4
xc204898_1315.wav,Collared Kingfisher,train,1
xc447294_1091.wav,White-breasted Waterhen,train,9
xc998789_12000.wav,Common Tailorbird,train,3
xc583144_650.wav,White-breasted Waterhen,train,9
xc409378_1698.wav,Pied Fantail,train,7
xc187343_46739.wav,Yellow-vented Bulbul,train,11
xc187343_56618.wav,Yellow-vented Bulbul,train,11
xc641527_14282.wav,Common Iora,train,2
xc748185_31732.wav,Spotted Dove,train,8
xc311310_0.wav,White-throated Kingfisher,train,10
xc151642_0.wav,Collared Kingfisher,train,1
xc607345_290.wav,Olive-backed Sunbird,train,6
xc121824_3147.wav,Collared Kingfisher,train,1
xc472611_32755.wav,Large-tailed Nightjar,train,5
xc956403_37141.wav,White-breasted Waterhen,train,9
xc254982_11677.wav,White-throated Kingfisher,train,10
xc1070371_4412.wav,Pied Fantail,train,7
xc1071730_11005.wav,Large-tailed Nightjar,train,5
xc161163_3214.wav,Coppersmith Barbet,train,4
xc895736_77055.wav,Pied Fantail,train,7
xc19938_232.wav,Common Tailorbird,train,3
xc707529_14669.wav,Common Iora,train,2
xc191211_69916.wav,Common Tailorbird,train,3
xc941519_46953.wav,Common Iora,train,2
xc369547_33127.wav,Spotted Dove,train,8
xc897282_4789.wav,Coppersmith Barbet,train,4
xc46585_54548.wav,Yellow-vented Bulbul,train,11
xc381376_6378.wav,White-throated Kingfisher,train,10
xc934683_41.wav,Pied Fantail,train,7
xc566256_2722.wav,Olive-backed Sunbird,train,6
xc461515_14108.wav,Coppersmith Barbet,train,4
xc595428_17693.wav,Common Iora,train,2
xc937909_215.wav,Pied Fantail,train,7
xc1005530_0.wav,Collared Kingfisher,train,1
xc92076_719.wav,Common Iora,train,2
xc190966_13425.wav,Common Iora,train,2
xc290929_23013.wav,Olive-backed Sunbird,train,6
xc514743_181.wav,Asian Koel,train,0
xc461515_3434.wav,Coppersmith Barbet,train,4
xc565732_20267.wav,White-throated Kingfisher,train,10
xc498806_21449.wav,White-throated Kingfisher,train,10
xc359359_7305.wav,Coppersmith Barbet,train,4
xc254982_2469.wav,White-throated Kingfisher,train,10
xc365386_15314.wav,White-throated Kingfisher,train,10
xc797864_9565.wav,Coppersmith Barbet,train,4
xc895934_69775.wav,Coppersmith Barbet,train,4
xc68676_26739.wav,Coppersmith Barbet,train,4
xc754354_7140.wav,Common Iora,train,2
xc804558_51846.wav,Collared Kingfisher,train,1
xc507756_15263.wav,White-throated Kingfisher,train,10
xc290697_6523.wav,Common Tailorbird,train,3
xc943204_1307.wav,Common Tailorbird,train,3
xc523554_13557.wav,Asian Koel,train,0
xc364385_23922.wav,Coppersmith Barbet,train,4
xc786218_9257.wav,Asian Koel,train,0
xc192023_3735.wav,Collared Kingfisher,train,1
xc845705_75846.wav,Olive-backed Sunbird,train,6
xc902374_33517.wav,Common Iora,train,2
xc537914_47235.wav,Pied Fantail,train,7
xc187343_19266.wav,Yellow-vented Bulbul,train,11
xc161631_6085.wav,Yellow-vented Bulbul,train,11
xc862837_43017.wav,Common Tailorbird,train,3
xc442733_17994.wav,Pied Fantail,train,7
xc531611_9000.wav,Asian Koel,train,0
xc381376_12702.wav,White-throated Kingfisher,train,10
xc879491_23971.wav,Spotted Dove,train,8
xc523554_8463.wav,Asian Koel,train,0
xc181238_12655.wav,Collared Kingfisher,train,1
xc1016030_16497.wav,Olive-backed Sunbird,train,6
xc896209_41382.wav,Collared Kingfisher,train,1
xc1067842_327.wav,White-breasted Waterhen,train,9
xc797495_4722.wav,White-breasted Waterhen,train,9
xc31590_1055.wav,Asian Koel,train,0
xc986635_27000.wav,Olive-backed Sunbird,train,6
xc266132_12836.wav,Yellow-vented Bulbul,train,11
xc842519_50890.wav,White-breasted Waterhen,train,9
xc788763_26568.wav,Yellow-vented Bulbul,train,11
xc73022_87.wav,Asian Koel,train,0
xc862837_15961.wav,Common Tailorbird,train,3
xc171263_932.wav,Common Tailorbird,train,3
xc209215_24527.wav,White-throated Kingfisher,train,10
xc1071357_5821.wav,White-throated Kingfisher,train,10
xc151136_69004.wav,Collared Kingfisher,train,1
xc879570_1100.wav,Common Tailorbird,train,3
xc105148_9449.wav,White-breasted Waterhen,train,9
xc90551_3521.wav,Spotted Dove,train,8
xc756625_42857.wav,Large-tailed Nightjar,train,5
xc203463_27728.wav,Olive-backed Sunbird,train,6
xc943196_1361.wav,Coppersmith Barbet,train,4
xc860813_33097.wav,Olive-backed Sunbird,train,6
xc616401_7837.wav,Yellow-vented Bulbul,train,11
xc477297_3000.wav,White-throated Kingfisher,train,10
xc151136_117334.wav,Collared Kingfisher,train,1
xc379921_22200.wav,Pied Fantail,train,7
xc639792_3113.wav,Large-tailed Nightjar,train,5
xc94032_19416.wav,Coppersmith Barbet,train,4
xc578352_6184.wav,Asian Koel,train,0
xc952348_27611.wav,Pied Fantail,train,7
xc871206_15000.wav,Common Tailorbird,train,3
xc756430_6062.wav,Pied Fantail,train,7
xc956391_307.wav,White-breasted Waterhen,train,9
xc906272_3718.wav,Common Iora,train,2
xc937630_7398.wav,Asian Koel,train,0
xc911389_3000.wav,White-breasted Waterhen,train,9
xc845703_18142.wav,Olive-backed Sunbird,train,6
xc834666_33703.wav,Common Tailorbird,train,3
xc124434_19621.wav,White-breasted Waterhen,train,9
xc96538_23599.wav,Common Iora,train,2
xc397623_27046.wav,Olive-backed Sunbird,train,6
xc359318_7623.wav,Large-tailed Nightjar,train,5
xc782712_8503.wav,Yellow-vented Bulbul,train,11
xc44805_24093.wav,Coppersmith Barbet,train,4
xc311498_17516.wav,Spotted Dove,train,8
xc168313_46395.wav,Large-tailed Nightjar,train,5
xc778394_27504.wav,Large-tailed Nightjar,train,5
xc414018_3511.wav,Asian Koel,train,0
xc266132_9441.wav,Yellow-vented Bulbul,train,11
xc88421_26058.wav,Large-tailed Nightjar,train,5
xc742601_35960.wav,Spotted Dove,train,8
xc290930_10364.wav,Olive-backed Sunbird,train,6
xc594949_136324.wav,Asian Koel,train,0
xc97965_6000.wav,Large-tailed Nightjar,train,5
xc608941_10502.wav,Common Iora,train,2
xc537745_834.wav,White-throated Kingfisher,train,10
xc481181_364.wav,White-throated Kingfisher,train,10
xc822911_19969.wav,Coppersmith Barbet,train,4
xc369567_6704.wav,Collared Kingfisher,train,1
xc756530_0.wav,Pied Fantail,train,7
xc161197_142.wav,Asian Koel,train,0
xc1005526_696.wav,Collared Kingfisher,train,1
xc90551_28878.wav,Spotted Dove,train,8
xc840318_17244.wav,Pied Fantail,train,7
xc155937_14667.wav,Large-tailed Nightjar,train,5
xc818183_106778.wav,White-breasted Waterhen,train,9
xc818183_103778.wav,White-breasted Waterhen,train,9
xc1071873_29330.wav,Pied Fantail,train,7
xc862635_8388.wav,Asian Koel,train,0
xc68831_38879.wav,Olive-backed Sunbird,train,6
xc197838_11031.wav,Common Tailorbird,train,3
xc620131_20228.wav,Coppersmith Barbet,train,4
xc1029034_14335.wav,Asian Koel,train,0
xc956418_37308.wav,White-breasted Waterhen,train,9
xc1002981_854.wav,Coppersmith Barbet,train,4
xc956409_22076.wav,White-breasted Waterhen,train,9
xc1004728_27477.wav,Olive-backed Sunbird,train,6
xc835177_14339.wav,Common Tailorbird,train,3
xc952349_24793.wav,Pied Fantail,train,7
xc582931_5902.wav,Pied Fantail,train,7
xc290679_42185.wav,Common Iora,train,2
xc185648_67682.wav,Spotted Dove,train,8
xc936859_55950.wav,Pied Fantail,train,7
xc962853_9956.wav,Coppersmith Barbet,train,4
xc730935_696.wav,Collared Kingfisher,train,1
xc365384_24054.wav,Coppersmith Barbet,train,4
xc710635_30931.wav,Spotted Dove,train,8
xc921512_19243.wav,White-throated Kingfisher,train,10
xc954622_18935.wav,Pied Fantail,train,7
xc484451_41037.wav,Common Tailorbird,train,3
xc1060054_6057.wav,Pied Fantail,train,7
xc787537_0.wav,Pied Fantail,train,7
xc723978_10591.wav,Common Tailorbird,train,3
xc778394_36202.wav,Large-tailed Nightjar,train,5
xc635320_27000.wav,Asian Koel,train,0
xc164692_28926.wav,Collared Kingfisher,train,1
xc290585_1360.wav,Coppersmith Barbet,train,4
xc361795_0.wav,Pied Fantail,train,7
xc496315_21448.wav,Pied Fantail,train,7
xc286713_11270.wav,Collared Kingfisher,train,1
xc1002981_9239.wav,Coppersmith Barbet,train,4
xc507756_55493.wav,White-throated Kingfisher,train,10
xc115903_0.wav,White-throated Kingfisher,train,10
xc828236_36459.wav,Large-tailed Nightjar,train,5
xc365385_6820.wav,White-throated Kingfisher,train,10
xc906272_13953.wav,Common Iora,train,2
xc998789_9000.wav,Common Tailorbird,train,3
xc295158_7410.wav,Collared Kingfisher,train,1
xc30002_3395.wav,Pied Fantail,train,7
xc978470_40504.wav,White-throated Kingfisher,train,10
xc40046_6232.wav,White-throated Kingfisher,train,10
xc875611_0.wav,Spotted Dove,train,8
xc205313_6130.wav,Large-tailed Nightjar,train,5
xc192031_3209.wav,Common Iora,train,2
xc855225_3155.wav,Pied Fantail,train,7
xc121824_25891.wav,Collared Kingfisher,train,1
xc871206_3000.wav,Common Tailorbird,train,3
xc973481_26487.wav,Large-tailed Nightjar,train,5
xc956392_15000.wav,White-breasted Waterhen,train,9
xc161477_54829.wav,Common Iora,train,2
xc311310_9967.wav,White-throated Kingfisher,train,10
xc477488_186.wav,Yellow-vented Bulbul,train,11
xc29594_17310.wav,Asian Koel,train,0
xc809052_28.wav,Yellow-vented Bulbul,train,11
xc619116_3665.wav,Olive-backed Sunbird,train,6
xc895678_30059.wav,Large-tailed Nightjar,train,5
xc167085_91896.wav,Yellow-vented Bulbul,train,11
xc954983_26769.wav,Yellow-vented Bulbul,train,11
xc547513_17660.wav,Common Tailorbird,train,3
xc25978_23382.wav,Large-tailed Nightjar,train,5
xc461515_18382.wav,Coppersmith Barbet,train,4
xc197127_20097.wav,Common Iora,train,2
xc788329_545.wav,Common Iora,train,2
xc934683_18043.wav,Pied Fantail,train,7
xc986141_8455.wav,Asian Koel,train,0
xc834667_28089.wav,Common Tailorbird,train,3
xc78291_19891.wav,Spotted Dove,train,8
xc1071873_49495.wav,Pied Fantail,train,7
xc164693_32367.wav,Collared Kingfisher,train,1
xc35733_24050.wav,Pied Fantail,train,7
xc537773_3282.wav,White-throated Kingfisher,train,10
xc631908_3512.wav,Collared Kingfisher,train,1
xc203466_3047.wav,Olive-backed Sunbird,train,6
xc1049153_18884.wav,White-breasted Waterhen,train,9
xc151209_7947.wav,Large-tailed Nightjar,train,5
xc580882_15046.wav,Yellow-vented Bulbul,train,11
xc150003_29377.wav,Yellow-vented Bulbul,train,11
xc756569_582.wav,Spotted Dove,train,8
xc498806_10929.wav,White-throated Kingfisher,train,10
xc216356_14908.wav,Olive-backed Sunbird,train,6
xc860813_15787.wav,Olive-backed Sunbird,train,6
xc1003556_0.wav,Collared Kingfisher,train,1
xc1008079_3149.wav,Coppersmith Barbet,train,4
xc956418_42259.wav,White-breasted Waterhen,train,9
xc1071357_15578.wav,White-throated Kingfisher,train,10
xc498802_32607.wav,White-throated Kingfisher,train,10
xc19647_9087.wav,Common Tailorbird,train,3
xc891472_4163.wav,Olive-backed Sunbird,train,6
xc635320_6000.wav,Asian Koel,train,0
xc664633_18369.wav,Coppersmith Barbet,train,4
xc787531_11769.wav,Pied Fantail,train,7
xc731973_6668.wav,Spotted Dove,train,8
xc369547_12773.wav,Spotted Dove,train,8
xc1035372_24015.wav,Spotted Dove,train,8
xc934683_15043.wav,Pied Fantail,train,7
xc883647_41661.wav,Large-tailed Nightjar,train,5
xc94271_28075.wav,Pied Fantail,train,7
xc845720_20457.wav,White-throated Kingfisher,train,10
xc1008079_149.wav,Coppersmith Barbet,train,4
xc799302_29152.wav,Common Iora,train,2
xc797864_22085.wav,Coppersmith Barbet,train,4
xc181238_5041.wav,Collared Kingfisher,train,1
xc501959_227581.wav,Yellow-vented Bulbul,train,11
xc290678_6093.wav,Common Iora,train,2
xc379921_25200.wav,Pied Fantail,train,7
xc845718_79436.wav,White-throated Kingfisher,train,10
xc498810_10869.wav,White-throated Kingfisher,train,10
xc551671_16834.wav,White-throated Kingfisher,train,10
xc190873_0.wav,Asian Koel,train,0
xc34509_286.wav,Pied Fantail,train,7
xc391990_4952.wav,White-throated Kingfisher,train,10
xc516499_1474.wav,Common Iora,train,2
xc891369_12000.wav,Common Tailorbird,train,3
xc167084_667.wav,Yellow-vented Bulbul,train,11
xc578004_58697.wav,Yellow-vented Bulbul,train,11
xc356320_8890.wav,Coppersmith Barbet,train,4
xc646767_3108.wav,Spotted Dove,train,8
xc973481_73036.wav,Large-tailed Nightjar,train,5
xc941325_21711.wav,Common Tailorbird,train,3
xc736038_4325.wav,Spotted Dove,train,8
xc30001_4206.wav,Pied Fantail,train,7
xc301810_37067.wav,Olive-backed Sunbird,train,6
xc721346_48369.wav,Common Tailorbird,train,3
xc665274_46950.wav,Spotted Dove,train,8
xc42618_5158.wav,Collared Kingfisher,train,1
xc823426_0.wav,Pied Fantail,train,7
xc152652_30583.wav,White-breasted Waterhen,train,9
xc835395_15417.wav,Olive-backed Sunbird,train,6
xc841198_0.wav,Common Iora,train,2
xc812731_31706.wav,Asian Koel,train,0
xc757224_28138.wav,Spotted Dove,train,8
xc161194_12570.wav,Asian Koel,train,0
xc150003_24071.wav,Yellow-vented Bulbul,train,11
xc639792_25740.wav,Large-tailed Nightjar,train,5
xc721129_13435.wav,Spotted Dove,train,8
xc151642_9246.wav,Collared Kingfisher,train,1
xc1071878_19763.wav,Pied Fantail,train,7
xc754359_5796.wav,Common Iora,train,2
xc124350_23321.wav,Common Iora,train,2
xc906272_6729.wav,Common Iora,train,2
xc942724_13461.wav,Pied Fantail,train,7
xc161885_18085.wav,Yellow-vented Bulbul,train,11
xc665274_35030.wav,Spotted Dove,train,8
xc88412_17462.wav,Spotted Dove,train,8
xc1002981_31945.wav,Coppersmith Barbet,train,4
xc942724_31935.wav,Pied Fantail,train,7
xc879002_23390.wav,Coppersmith Barbet,train,4
xc27611_36387.wav,Asian Koel,train,0
xc551633_28548.wav,Asian Koel,train,0
xc94272_18944.wav,Pied Fantail,train,7
xc356241_53932.wav,Collared Kingfisher,train,1
xc290930_2391.wav,Olive-backed Sunbird,train,6
xc79531_835.wav,Yellow-vented Bulbul,train,11
xc787537_13716.wav,Pied Fantail,train,7
xc956413_41781.wav,White-breasted Waterhen,train,9
xc290553_18894.wav,Collared Kingfisher,train,1
xc594951_54245.wav,Asian Koel,train,0
xc893700_29187.wav,Collared Kingfisher,train,1
xc809702_40735.wav,White-throated Kingfisher,train,10
xc843764_16718.wav,White-breasted Waterhen,train,9
xc731973_2836.wav,Spotted Dove,train,8
xc777287_29087.wav,Common Iora,train,2
xc1004365_418.wav,Pied Fantail,train,7
xc746312_6046.wav,Olive-backed Sunbird,train,6
xc1034184_0.wav,Pied Fantail,train,7
xc181238_1236.wav,Collared Kingfisher,train,1
xc672602_6736.wav,Asian Koel,train,0
xc1002981_26484.wav,Coppersmith Barbet,train,4
xc158456_51642.wav,Large-tailed Nightjar,train,5
xc1041026_2413.wav,Asian Koel,train,0
xc26057_702.wav,Common Iora,train,2
xc161198_738.wav,Asian Koel,train,0
xc834668_6298.wav,Common Tailorbird,train,3
xc727577_28471.wav,Spotted Dove,train,8
xc724405_5571.wav,White-breasted Waterhen,train,9
xc983831_4836.wav,Asian Koel,train,0
xc844113_24949.wav,White-breasted Waterhen,train,9
xc984900_4295.wav,Pied Fantail,train,7
xc844113_1993.wav,White-breasted Waterhen,train,9
xc761690_57117.wav,Asian Koel,train,0
xc721251_12605.wav,Pied Fantail,train,7
xc986635_18000.wav,Olive-backed Sunbird,train,6
xc829396_50355.wav,Large-tailed Nightjar,train,5
xc834667_54839.wav,Common Tailorbird,train,3
xc956403_23882.wav,White-breasted Waterhen,train,9
xc595461_16978.wav,Spotted Dove,train,8
xc627998_18438.wav,Pied Fantail,train,7
xc371664_23017.wav,Common Iora,train,2
xc856162_9680.wav,Olive-backed Sunbird,train,6
xc1006365_19127.wav,Coppersmith Barbet,train,4
xc665274_42269.wav,Spotted Dove,train,8
xc971698_3028.wav,Coppersmith Barbet,train,4
xc79566_12000.wav,White-throated Kingfisher,train,10
xc909605_32237.wav,Olive-backed Sunbird,train,6
xc443314_6610.wav,Coppersmith Barbet,train,4
xc724736_9154.wav,Spotted Dove,train,8
xc164692_17824.wav,Collared Kingfisher,train,1
xc871206_24000.wav,Common Tailorbird,train,3
xc879489_31289.wav,Spotted Dove,train,8
xc78434_22968.wav,Asian Koel,train,0
xc862018_9000.wav,Olive-backed Sunbird,train,6
xc498811_6839.wav,White-throated Kingfisher,train,10
xc189420_15056.wav,Asian Koel,train,0
xc891472_15623.wav,Olive-backed Sunbird,train,6
xc597327_556.wav,Large-tailed Nightjar,train,5
xc269430_19550.wav,Olive-backed Sunbird,train,6
xc788042_18400.wav,Common Tailorbird,train,3
xc971698_9028.wav,Coppersmith Barbet,train,4
xc369387_82.wav,Common Tailorbird,train,3
xc574972_634.wav,Coppersmith Barbet,train,4
xc188009_5498.wav,Yellow-vented Bulbul,train,11
xc956393_46360.wav,White-breasted Waterhen,train,9
xc938495_5020.wav,Olive-backed Sunbird,train,6
xc555516_9603.wav,Coppersmith Barbet,train,4
xc113335_22839.wav,Asian Koel,train,0
xc940167_10452.wav,Collared Kingfisher,train,1
xc591315_33306.wav,Asian Koel,train,0
xc823426_3000.wav,Pied Fantail,train,7
xc481181_3364.wav,White-throated Kingfisher,train,10
xc786978_27718.wav,Common Tailorbird,train,3
xc904468_21136.wav,White-breasted Waterhen,train,9
xc906272_25321.wav,Common Iora,train,2
xc194196_16751.wav,Asian Koel,train,0
xc1050124_12182.wav,Coppersmith Barbet,train,4
xc533623_737.wav,White-throated Kingfisher,train,10
xc937315_1324.wav,Common Tailorbird,train,3
xc812732_15705.wav,Asian Koel,train,0
xc190308_30277.wav,Asian Koel,train,0
xc88110_16417.wav,Spotted Dove,train,8
xc479859_77.wav,Common Iora,train,2
xc893849_24905.wav,Coppersmith Barbet,train,4
xc498802_24164.wav,White-throated Kingfisher,train,10
xc311309_18326.wav,White-throated Kingfisher,train,10
xc620135_38683.wav,Coppersmith Barbet,train,4
xc376315_0.wav,Collared Kingfisher,train,1
xc548744_6540.wav,White-breasted Waterhen,train,9
xc955872_24142.wav,Olive-backed Sunbird,train,6
xc786218_17583.wav,Asian Koel,train,0
xc1071730_50951.wav,Large-tailed Nightjar,train,5
xc197128_11700.wav,Common Iora,train,2
xc472753_727.wav,White-throated Kingfisher,train,10
xc892825_3538.wav,Olive-backed Sunbird,train,6
xc369547_1907.wav,Spotted Dove,train,8
xc547506_14695.wav,White-throated Kingfisher,train,10
xc1071878_28390.wav,Pied Fantail,train,7
xc841000_27102.wav,Olive-backed Sunbird,train,6
xc185772_35840.wav,Yellow-vented Bulbul,train,11
xc376316_32.wav,Collared Kingfisher,train,1
xc721251_2532.wav,Pied Fantail,train,7
xc311133_29111.wav,Common Iora,train,2
xc164666_46256.wav,Common Iora,train,2
xc835407_3031.wav,Olive-backed Sunbird,train,6
xc96538_3000.wav,Common Iora,train,2
xc835405_10021.wav,Olive-backed Sunbird,train,6
xc815843_20343.wav,Pied Fantail,train,7
xc311133_4669.wav,Common Iora,train,2
xc952349_16551.wav,Pied Fantail,train,7
xc472611_17599.wav,Large-tailed Nightjar,train,5
xc721346_22602.wav,Common Tailorbird,train,3
xc290932_52489.wav,Olive-backed Sunbird,train,6
xc149689_160.wav,Common Tailorbird,train,3
